id,plate,date,price
35609,X004OO199,2024-12-27 13:10:16,450000
35610,A888PC777,2024-07-04 00:00:00,3500000
35611,C407PK797,2024-02-10 00:00:00,35000
35612,C575HB797,2023-06-06 00:00:00,60000
35613,E003TE18,2024-07-11 00:00:00,2000000
35614,T525AM196,2023-12-17 00:00:00,850000
35615,A080HC198,2023-02-09 00:00:00,75000
35616,K737PO777,2025-02-08 00:00:00,130000
35617,Y700XA72,2022-12-01 00:00:00,3000000
35618,A555BT790,2025-02-11 00:00:00,430000
35619,A469AA50,2022-11-10 00:00:00,469000
35620,A469AA50,2023-05-16 16:45:00,250000
35621,O007YH777,2022-08-19 16:49:03,665000
35622,O007YH777,2022-08-19 16:49:05,585000
35623,O007YH777,2022-09-08 11:40:50,580000
35624,O007YH777,2022-10-26 16:42:35,545000
35625,O007YH777,2022-11-26 15:45:32,530000
35626,O626OT797,2025-02-08 00:00:00,60000
35627,H036CT797,2025-02-05 00:00:00,75000
35628,A123MP51,2023-12-18 00:00:00,1000000
35629,Y035MK797,2025-01-07 00:00:00,50000
35630,B100PT797,2024-05-25 00:00:00,150000
35631,A878MO77,2024-12-04 00:00:00,2895000
35632,A878MO77,2024-12-09 00:00:00,2900000
35633,M644TP797,2024-12-13 00:00:00,50000
35634,H790TH790,2024-01-23 00:00:00,140000
35635,T252KB193,2024-08-15 00:00:00,50000
35636,C944CC77,2025-01-24 00:00:00,1800000
35637,Y636PK72,2022-03-22 00:00:00,300000
35638,A530AA26,2023-03-22 00:00:00,500000
35639,K323KX11,2024-12-05 00:00:00,90000
35640,B989HT797,2024-06-19 00:00:00,69000
35641,M888PY150,2024-09-11 00:00:00,350000
35642,M888PY150,2024-10-03 00:00:00,300000
35643,M888PY150,2024-12-15 13:41:01,350000
35644,O897OO99,2025-01-28 00:00:00,1900000
35645,X010OO790,2024-01-14 00:00:00,120000
35646,X010OO790,2025-01-12 00:32:26,150000
35647,X010OO790,2025-02-02 20:00:55,120000
35648,H888PX82,2024-11-08 00:00:00,600000
35649,C032YP790,2025-02-03 00:00:00,60000
35650,A776BH550,2025-02-06 00:00:00,60000
35651,M005CH32,2024-06-17 00:00:00,300000
35652,X911TK797,2024-11-13 00:00:00,150000
35653,T909AT199,2025-01-02 00:00:00,180000
35654,K770AY99,2023-10-12 00:00:00,70000
35655,A033YT790,2024-12-15 13:41:01,35000
35656,M700KO197,2022-11-04 00:00:00,100000
35657,O777YE790,2024-12-01 00:00:00,500000
35658,X090YT790,2024-05-09 09:35:07,90000
35659,K666BY190,2023-08-01 00:00:00,60000
35660,H989KY10,2024-02-08 00:00:00,25000
35661,C135BM196,2024-12-23 00:00:00,200000
35662,T079KK977,2024-12-13 00:00:00,90000
35663,E808PC797,2024-07-21 00:00:00,200000
35664,K233KK27,2025-01-05 00:00:00,100000
35665,B150MP150,2025-01-28 14:49:42,300000
35666,T888PT124,2022-10-21 00:00:00,300000
35667,X140XX54,2022-07-14 00:00:00,250000
35668,A540MP90,2024-11-08 00:00:00,2000000
35669,M696MT797,2023-05-20 00:00:00,99000
35670,C398KP797,2022-02-19 00:02:35,100000
35671,C398KP797,2022-02-25 12:22:05,80000
35672,C398KP797,2022-03-03 21:13:14,90000
35673,A868AK550,2024-07-31 00:00:00,65000
35674,M060MM95,2023-03-06 00:00:00,1100000
35675,O911YP77,2023-03-24 00:00:00,700000
35676,O468OP77,2024-03-09 14:19:57,110000
35677,A525XP26,2023-11-20 00:00:00,35000
35678,Y013XB750,2021-10-11 08:30:42,50000
35679,T424PH797,2024-03-15 20:44:14,25000
35680,X838BP550,2025-01-29 00:00:00,50000
35681,Y008HH777,2024-12-07 00:00:00,550000
35682,Y888TE76,2024-10-06 00:00:00,250000
35683,X171OO777,2025-02-05 00:00:00,320000
35684,K178KX178,2023-09-17 00:00:00,500000
35685,X005PO750,2022-06-12 00:00:00,150000
35686,E700KE790,2024-01-24 02:03:26,120000
35687,E700KE790,2024-01-28 11:56:36,130000
35688,P585CT198,2024-04-12 00:00:00,55000
35689,K203KK77,2023-11-16 00:00:00,200000
35690,Y007TE190,2025-01-23 00:00:00,480000
35691,O008PP777,2025-01-28 00:00:00,1000000
35692,A822OO797,2025-01-28 00:00:00,185000
35693,O011AT550,2024-09-15 23:34:50,60000
35694,P919TE797,2024-11-30 00:00:00,100000
35695,Y666XK190,2024-09-15 00:00:00,300000
35696,O911HO716,2023-02-09 00:00:00,200000
35697,O075OO177,2025-02-11 00:00:00,2400000
35698,M661MM50,2024-11-23 00:00:00,800000
35699,M077EY50,2024-10-02 00:00:00,70000
35700,A005BB26,2025-01-13 00:00:00,450000
35701,O870OO99,2022-06-03 00:03:04,900000
35702,P910TT797,2024-10-29 00:00:00,80000
35703,K444ET77,2025-02-07 00:00:00,500000
35704,E700CB797,2025-02-11 00:00:00,290000
35705,X476XX150,2024-08-14 10:14:00,330000
35706,X476XX150,2024-09-27 15:00:18,315000
35707,X476XX150,2024-10-03 15:53:38,330000
35708,X476XX150,2024-10-20 11:18:51,280000
35709,X476XX150,2024-10-31 11:47:09,300000
35710,X476XX150,2024-11-21 21:22:47,280000
35711,X476XX150,2024-11-23 13:08:58,250000
35712,X476XX150,2024-11-29 11:43:56,280000
35713,X476XX150,2024-12-10 15:16:14,250000
35714,X476XX150,2024-12-11 15:19:29,280000
35715,X476XX150,2025-01-11 14:42:56,300000
35716,X476XX150,2025-01-17 00:00:00,250000
35717,X476XX150,2025-01-20 12:04:08,280000
35718,X812OT797,2024-10-27 00:00:00,70000
35719,M595KC193,2022-05-04 00:00:00,100000
35720,A292YE77,2024-12-05 00:00:00,1250000
35721,K912AK550,2024-12-07 00:00:00,30000
35722,K003KA35,2022-03-23 00:00:00,150000
35723,M706OM161,2024-03-07 00:00:00,350000
35724,A111EM777,2024-03-11 17:36:36,1000000
35725,A117MP77,2024-12-16 00:00:00,20000000
35726,C333EY193,2023-04-22 00:00:00,250000
35727,T055BX550,2025-02-10 00:00:00,214999
35728,K799OT799,2025-02-12 00:00:00,1500000
35729,P531OT797,2024-10-27 00:00:00,70000
35730,T837BB550,2024-12-07 00:00:00,70000
35731,E491PK797,2024-07-26 00:00:00,50000
35732,E700MK98,2023-11-23 00:00:00,60000
35733,A005OT177,2024-01-13 00:00:00,850000
35734,T444OO36,2023-02-06 00:00:00,120000
35735,H005HK123,2024-08-28 00:00:00,270000
35736,H585KY797,2025-02-05 00:00:00,100000
35737,Y999KT116,2024-08-05 00:00:00,400000
35738,M909MM197,2025-02-11 00:00:00,2300000
35739,O077EB977,2024-09-10 10:44:45,130000
35740,H200AM05,2024-01-10 00:00:00,500000
35741,C070CC99,2025-01-10 00:00:00,10000000
35742,C058BO58,2024-06-30 00:00:00,1200000
35743,C711AX799,2025-02-04 00:00:00,40000
35744,Y797MX99,2024-05-22 00:00:00,150000
35745,P321KT977,2025-01-09 00:00:00,60000
35746,E505AH550,2024-08-30 13:07:15,150000
35747,M808PX82,2024-03-21 00:00:00,100000
35748,X777OA777,2022-03-31 00:00:00,2250000
35749,E009XP199,2024-11-25 13:04:21,400000
35750,M553KA977,2025-02-03 00:00:00,150000
35751,T999KY177,2023-02-07 22:51:47,330000
35752,T999KY177,2023-02-21 20:32:53,320000
35753,T999KY177,2023-07-08 13:17:54,330000
35754,O777KX197,2023-07-14 00:00:00,2300000
35755,T300AM77,2024-10-31 15:33:07,190000
35756,T300AM77,2024-11-27 00:00:00,270000
35757,P400XB196,2024-08-18 00:00:00,110000
35758,M096TM96,2022-07-14 00:00:00,70000
35759,B766AA152,2023-11-21 00:00:00,235000
35760,H494PH797,2025-01-31 00:00:00,60000
35761,P079EC97,2024-08-09 00:00:00,60000
35762,T043KK797,2024-12-10 00:00:00,70000
35763,X911TO797,2025-01-28 00:00:00,200000
35764,T101OO34,2024-09-01 00:00:00,300000
35765,X717BX977,2024-09-13 00:00:00,90000
35766,B885TC82,2024-02-25 00:00:00,150000
35767,K008AK250,2025-02-06 00:00:00,210000
35768,Y444HY42,2022-08-12 00:00:00,120000
35769,X606AH550,2024-03-15 00:26:03,150000
35770,B137KT977,2025-01-31 00:00:00,60000
35771,P111PX190,2022-06-30 22:20:19,100000
35772,P111PX190,2022-09-13 20:53:04,170000
35773,O911CB777,2024-06-23 00:00:00,249000
35774,M029MM174,2023-02-07 00:00:00,70000
35775,E300TY790,2024-10-04 19:52:40,140000
35776,E300TY790,2024-12-13 15:14:24,100000
35777,E300TY790,2025-02-05 20:24:54,90000
35778,B055BE977,2025-02-08 00:00:00,140000
35779,C737CC190,2024-12-05 18:31:29,550000
35780,A092AY550,2024-11-20 00:00:00,80000
35781,M545YA77,2025-01-05 11:05:13,250000
35782,M545YA77,2025-01-14 15:15:56,200000
35783,M202MH777,2024-09-06 00:00:00,200000
35784,X100YY790,2024-12-11 00:00:00,120000
35785,X100YY790,2025-02-09 00:00:00,130000
35786,O002TM123,2022-04-06 00:00:00,250000
35787,K511CC790,2022-07-22 21:09:50,35000
35788,E500CP777,2022-07-06 01:56:54,180000
35789,E500CP777,2022-07-11 00:00:00,185000
35790,T880CA93,2024-12-12 00:00:00,50000
35791,O202OO16,2024-09-13 00:00:00,450000
35792,P005BE50,2024-10-02 00:00:00,1000000
35793,H036BB550,2025-02-03 00:00:00,50000
35794,P888CC199,2023-08-03 10:10:16,615000
35795,P888CC199,2024-01-15 18:51:19,665000
35796,K353HK797,2023-02-05 02:47:02,30000
35797,B888AX150,2024-09-16 00:00:00,350000
35798,B888AX150,2025-02-11 00:00:00,535000
35799,A068MP95,2025-01-08 00:00:00,275000
35800,O900YT123,2024-09-19 00:00:00,120000
35801,K888KK77,2024-02-27 00:00:00,12000000
35802,E777YX90,2024-10-23 00:00:00,590000
35803,O555PX50,2021-06-29 08:15:10,250000
35804,O555PX50,2024-10-21 00:00:00,700000
35805,C087AK799,2025-02-11 00:00:00,50000
35806,E748TB797,2024-11-27 00:00:00,70000
35807,B979HP73,2022-06-20 00:00:00,50000
35808,O822TH797,2025-02-07 00:00:00,30000
35809,P013TE797,2025-02-04 00:00:00,150000
35810,M610MP77,2022-06-30 22:19:54,1000000
35811,T582CK797,2025-01-27 00:00:00,60000
35812,K888OX116,2024-06-14 00:00:00,450000
35813,O007KT750,2024-08-27 00:00:00,300000
35814,C470BB47,2023-06-02 00:00:00,200000
35815,C426TM797,2024-10-31 00:00:00,70000
35816,B272OP72,2023-07-27 00:00:00,400000
35817,K001PA790,2023-08-05 00:00:00,350000
35818,C545EO977,2025-01-17 00:00:00,50000
35819,M007YE197,2023-06-17 00:00:00,350000
35820,Y002KT790,2023-11-08 00:00:00,300000
35821,Y002KT790,2024-09-07 23:07:12,150000
35822,A999XP82,2022-08-01 00:00:00,400000
35823,E222MO08,2025-02-11 00:00:00,299999
35824,M111MM116,2023-04-22 00:00:00,2000000
35825,X888BX52,2024-02-06 00:00:00,500000
35826,P714PA716,2024-10-12 00:00:00,50000
35827,C406KP797,2024-11-07 00:00:00,350000
35828,C406KP797,2024-12-02 14:15:15,230000
35829,A223BY193,2022-03-06 00:00:00,50000
35830,C999XT199,2025-01-28 00:00:00,1100000
35831,O100TX797,2024-12-12 00:00:00,250000
35832,O056MC61,2024-05-14 00:00:00,300000
35833,Y072YM72,2025-01-10 00:00:00,250000
35834,C555TB790,2024-02-16 00:00:00,350000
35835,C555TB790,2024-12-09 00:00:00,275000
35836,C555TB790,2025-01-29 14:04:43,290000
35837,P538PC797,2025-01-02 00:00:00,30000
35838,P538PC797,2025-02-08 00:00:00,70000
35839,E076KC977,2025-01-27 00:00:00,50000
35840,C888PX50,2024-05-21 21:17:02,450000
35841,C888PX50,2024-06-24 09:53:03,350000
35842,C300MO05,2024-01-13 00:00:00,280000
35843,T047PP47,2024-11-23 00:00:00,100000
35844,K010PY799,2023-09-07 00:00:00,100000
35845,T300XC125,2024-07-14 00:00:00,175000
35846,B163TA797,2025-02-10 00:00:00,30000
35847,C001YP790,2024-12-17 00:00:00,700000
35848,A062YK797,2025-01-26 00:00:00,45000
35849,H007MP50,2024-06-16 00:00:00,1500000
35850,E518BA977,2025-01-16 00:00:00,50000
35851,M425TO797,2024-11-27 00:00:00,70000
35852,O011XT78,2024-10-31 00:00:00,500000
35853,A733OB126,2024-05-20 00:00:00,300000
35854,B032BE977,2023-03-22 23:06:47,60000
35855,O100XX197,2025-01-20 00:00:00,240000
35856,O030OA44,2023-04-20 00:00:00,100000
35857,M111MM150,2023-08-09 00:00:00,7500000
35858,B002TA197,2023-03-27 00:00:00,300000
35859,A632OO799,2025-01-09 00:00:00,130000
35860,K727BB550,2024-12-16 00:00:00,140000
35861,B111XP197,2025-02-09 00:00:00,400000
35862,H282ME797,2023-11-05 00:00:00,40000
35863,A811AA77,2023-10-23 16:25:16,1800000
35864,E416KX62,2024-02-08 00:00:00,150000
35865,B006MO150,2025-02-05 00:00:00,300000
35866,O996PB44,2024-10-03 00:00:00,85000
35867,K008KT13,2024-05-26 00:00:00,85000
35868,C515KP40,2024-01-27 00:00:00,150000
35869,K666YM33,2024-07-02 00:00:00,500000
35870,A596YE77,2024-09-02 00:00:00,200000
35871,B600AP199,2025-01-07 20:39:16,90000
35872,B600AP199,2025-01-11 00:00:00,110000
35873,B600AP199,2025-01-19 18:27:32,90000
35874,K007HY99,2025-02-12 00:00:00,900000
35875,A775BK550,2025-02-04 00:00:00,40000
35876,X555HY190,2025-02-06 00:00:00,315000
35877,X040PE177,2021-09-21 16:50:53,65000
35878,X040PE177,2021-12-09 17:16:06,60000
35879,X040PE177,2022-03-30 16:30:35,90000
35880,X040PE177,2022-03-31 12:29:02,60000
35881,T200XA750,2023-09-11 00:00:00,200000
35882,X003TB33,2025-01-27 00:00:00,199000
35883,B001MX98,2024-08-19 00:00:00,980000
35884,T021EP97,2024-02-25 00:00:00,120000
35885,E998EB156,2024-05-19 00:00:00,90000
35886,A005PB190,2023-10-06 10:59:18,200000
35887,A005PB190,2023-11-02 15:53:21,150000
35888,C177TC797,2024-08-11 00:00:00,35000
35889,A001KH09,2024-02-29 00:00:00,1500000
35890,A486YE790,2024-06-27 00:00:00,30000
35891,T609TK797,2024-10-31 00:00:00,50000
35892,P020EY790,2025-02-01 00:00:00,55000
35893,M333PO70,2024-03-25 00:00:00,150000
35894,A666YE750,2024-05-28 00:00:00,1500000
35895,E841BA550,2025-02-10 00:00:00,110000
35896,M004PE750,2023-07-19 00:00:00,100000
35897,H002EB177,2023-10-14 00:00:00,300000
35898,O366OO90,2024-12-03 00:00:00,800000
35899,B727PB797,2024-07-17 00:00:00,170000
35900,A005YC197,2023-09-06 00:00:00,300000
35901,A005YC197,2024-11-27 00:00:00,350000
35902,A078AA197,2024-03-21 00:00:00,2100000
35903,A294MO150,2025-01-08 00:00:00,400000
35904,Y006TC90,2024-08-03 00:00:00,160000
35905,C711OB797,2024-12-11 00:00:00,70000
35906,Y750XX790,2023-06-13 00:00:00,35000
35907,H797EK58,2023-11-14 00:00:00,75000
35908,P555HC197,2022-09-09 00:00:00,300000
35909,A039TO797,2025-01-09 00:00:00,50000
35910,C717PB797,2024-06-14 00:00:00,40000
35911,C911HB97,2023-04-07 13:21:38,230000
35912,M333MY97,2022-12-24 06:28:07,450000
35913,M333MY97,2023-01-24 15:07:41,385000
35914,M333MY97,2023-06-18 14:41:47,400000
35915,K202KK777,2024-12-05 00:00:00,2250000
35916,K100KO122,2024-02-20 00:00:00,130000
35917,P666AH150,2024-12-18 14:37:49,220000
35918,E852BA550,2025-02-10 00:00:00,120000
35919,E978HB797,2024-07-28 00:00:00,30000
35920,C098AB250,2024-12-09 00:00:00,35000
35921,M648PH797,2024-06-09 00:00:00,30000
35922,Y018EY18,2025-02-09 00:00:00,180000
35923,T001TP777,2024-01-10 00:00:00,3000000
35924,E090KX14,2023-11-17 00:00:00,350000
35925,M076PA797,2024-12-10 00:00:00,50000
35926,X767XB777,2025-02-05 00:00:00,290000
35927,M995AP550,2025-01-13 00:00:00,100000
35928,A101CB193,2023-03-10 00:00:00,50000
35929,P001AK23,2023-03-20 00:00:00,1500000
35930,C606AB50,2024-11-28 00:00:00,35000
35931,T007OK777,2024-12-16 00:00:00,1000000
35932,P222BO790,2024-12-21 00:00:00,280000
35933,T477OP777,2025-01-13 00:00:00,220000
35934,C111AX177,2022-12-09 18:37:47,260000
35935,C570CP154,2022-03-05 00:00:00,55000
35936,T799HT797,2023-06-01 00:00:00,150000
35937,X070YA750,2023-04-03 00:00:00,70000
35938,A606KT54,2023-10-21 00:00:00,100000
35939,X039AO550,2024-12-07 00:00:00,40000
35940,P577EE199,2023-08-02 00:00:00,35000
35941,B829OP77,2024-02-25 16:18:36,500000
35942,B829OP77,2024-03-03 16:19:26,450000
35943,Y777EP60,2023-04-10 00:00:00,300000
35944,H050TB797,2025-01-30 00:00:00,180000
35945,H666YM12,2024-05-14 00:00:00,200000
35946,M567XK102,2022-04-01 00:00:00,75000
35947,B300BB197,2025-02-05 00:00:00,1200000
35948,X050AA90,2023-04-01 00:00:00,40000
35949,X050AA90,2023-04-12 18:40:20,150000
35950,X050AA90,2023-04-20 19:52:38,180000
35951,X050AA90,2023-05-14 20:28:01,170000
35952,X050AA90,2023-05-15 11:59:17,180000
35953,X050AA90,2023-05-18 19:25:46,150000
35954,X050AA90,2023-05-24 18:45:46,180000
35955,X050AA90,2023-06-08 19:15:18,150000
35956,X050AA90,2023-06-09 16:36:32,180000
35957,K001TT97,2025-02-11 00:00:00,2500000
35958,K001TT97,2025-02-12 00:00:00,1900000
35959,E713EE750,2024-11-29 21:11:02,250000
35960,A090KA99,2025-01-20 00:00:00,600000
35961,A390MO90,2025-02-04 00:00:00,850000
35962,A408PK797,2025-02-08 00:00:00,48000
35963,Y100HH790,2023-02-20 00:00:00,100000
35964,C003OA790,2023-05-31 00:00:00,170000
35965,E389XE790,2023-06-14 00:00:00,35000
35966,M228KP790,2024-12-09 00:00:00,50000
35967,A100OA177,2022-02-28 00:00:00,200000
35968,K003XX177,2024-05-13 18:46:05,550000
35969,K003XX177,2024-06-11 00:00:00,450000
35970,P003HH777,2021-12-18 21:29:45,140000
35971,P003HH777,2022-01-03 12:45:59,130000
35972,P003HH777,2022-01-08 10:53:57,120000
35973,T660BB750,2023-10-13 00:00:00,100000
35974,H008EE198,2022-12-13 00:00:00,120000
35975,M586XA790,2023-05-12 00:00:00,25000
35976,P313HM102,2024-06-06 00:00:00,50000
35977,H005AE177,2024-08-12 12:19:57,300000
35978,P016HK797,2023-05-27 00:00:00,150000
35979,B888BB38,2024-09-29 00:00:00,10000000
35980,K900AP977,2023-02-27 01:02:44,130000
35981,K900AP977,2023-04-12 15:01:59,100000
35982,H777CO750,2023-12-06 23:04:53,270000
35983,H353TX797,2025-02-11 00:00:00,50000
35984,O666PB190,2024-02-02 15:54:59,150000
35985,X034TT797,2025-02-04 00:00:00,80000
35986,H555YE750,2022-01-13 17:24:33,140000
35987,C060PK799,2025-02-03 00:00:00,60000
35988,T123YO790,2024-12-20 00:00:00,50000
35989,M070EP73,2024-10-01 00:00:00,650000
35990,X200EP777,2025-02-10 00:00:00,600000
35991,C261CC90,2022-09-21 00:00:00,130000
35992,X845KP797,2025-01-26 00:00:00,70000
35993,A800YE197,2024-04-05 00:00:00,200000
35994,K876MC125,2023-03-28 00:00:00,50000
35995,X040KT797,2025-02-11 00:00:00,85000
35996,K077TX797,2024-12-13 00:00:00,190000
35997,C009PH152,2024-04-16 00:00:00,170000
35998,B313TH797,2025-02-12 00:00:00,80000
35999,M709YM193,2024-06-13 00:00:00,30000
36000,A027OO777,2023-06-16 12:41:52,1000000
36001,A027OO777,2024-03-28 13:57:03,1500000
36002,T333PX199,2022-03-21 00:00:00,300000
36003,B500AM790,2022-03-29 00:00:00,200000
36004,P999KY777,2023-09-17 22:05:39,600000
36005,P999KY777,2023-09-18 13:04:56,550000
36006,T333BE30,2024-06-10 00:00:00,280000
36007,K708OT152,2023-09-24 00:00:00,300000
36008,H565TE797,2025-02-06 00:00:00,45000
36009,X900TX150,2024-11-15 00:00:00,250000
36010,M550TB797,2025-01-02 00:00:00,140000
36011,B911XY197,2024-06-11 23:18:43,250000
36012,B063OO177,2025-01-24 00:00:00,630000
36013,C555TO196,2024-03-20 00:00:00,400000
36014,A989HP790,2024-03-20 00:00:00,300000
36015,T001YY199,2022-11-05 14:41:51,500000
36016,P919BC150,2023-09-01 00:00:00,450000
36017,O767OO39,2023-12-17 00:00:00,3000000
36018,O500OA123,2025-02-01 00:00:00,255000
36019,A828MO90,2025-01-20 00:00:00,900000
36020,E444BY777,2024-09-22 22:13:03,600000
36021,E444BY777,2024-10-05 11:40:44,650000
36022,T777OT62,2024-01-30 00:00:00,2700000
36023,Y063AE777,2024-12-26 00:00:00,290000
36024,M041KY977,2024-11-27 00:00:00,60000
36025,K900AK774,2024-01-03 00:00:00,100000
36026,Y034EM790,2024-01-26 00:00:00,50000
36027,Y034EM790,2024-12-15 13:41:01,35000
36028,E213XY82,2024-10-25 00:00:00,200000
36029,K007CC99,2025-02-11 00:00:00,1200000
36030,B088OP77,2024-09-18 00:00:00,650000
36031,M777BE50,2024-10-24 00:00:00,700000
36032,M777BE50,2024-12-24 17:07:00,800000
36033,X007HK77,2024-12-05 00:00:00,1280000
36034,A800HA790,2024-06-17 00:00:00,250000
36035,K545MT797,2024-11-12 00:00:00,40000
36036,C999AP39,2023-09-08 00:00:00,199000
36037,P018TX797,2025-02-07 00:00:00,50000
36038,O501OO43,2024-08-21 00:00:00,220000
36039,K111MT11,2024-09-05 00:00:00,1200000
36040,P962CP77,2024-06-14 00:00:00,150000
36041,O333BT90,2023-01-26 00:00:00,135000
36042,A777CC152,2024-03-25 00:00:00,500000
36043,O073TH797,2025-01-11 00:00:00,60000
36044,X932XX96,2024-10-12 00:00:00,100000
36045,A330AA77,2024-12-07 17:38:25,3300000
36046,M909PH797,2024-11-13 22:23:30,80000
36047,A003PM790,2024-05-07 00:00:00,200000
36048,H197YO197,2023-05-09 00:00:00,170000
36049,O001BX50,2025-02-07 00:00:00,1150000
36050,O015TO34,2024-09-20 00:00:00,100000
36051,H549HH77,2025-01-26 00:00:00,550000
36052,H549HH77,2025-01-30 00:00:00,545000
36053,Y535OO71,2024-07-18 00:00:00,250000
36054,X080KK977,2025-02-04 00:00:00,240000
36055,X700YX790,2024-04-17 00:00:00,130000
36056,X700YX790,2025-01-30 00:00:00,220000
36057,K116YM790,2024-10-17 00:00:00,50000
36058,O343OK790,2024-12-17 00:00:00,55000
36059,T020BX05,2024-07-23 00:00:00,60000
36060,M770MH77,2024-09-24 00:00:00,590000
36061,X089YY790,2025-01-19 00:00:00,29999
36062,M434KK77,2024-10-08 00:00:00,150000
36063,M056TX797,2025-02-06 00:00:00,30000
36064,M352MM64,2024-10-30 00:00:00,520000
36065,B444TK190,2023-05-30 00:00:00,100000
36066,K777PA190,2024-09-21 12:03:52,850000
36067,A049AA01,2025-01-23 00:00:00,2000000
36068,M484HC797,2025-01-31 00:00:00,55000
36069,B818YY161,2024-08-08 00:00:00,70000
36070,X747KA797,2025-01-28 00:00:00,200000
36071,O827MM777,2022-02-19 00:00:00,70000
36072,X911XX90,2025-02-10 00:00:00,3000000
36073,O900YE199,2024-07-29 00:00:00,200000
36074,H125BH977,2025-02-03 00:00:00,125000
36075,P020AP73,2023-07-16 00:00:00,170000
36076,O049PK797,2024-04-15 00:00:00,75000
36077,M007KC190,2022-06-01 00:00:00,150000
36078,A011MK34,2023-08-06 00:00:00,35000
36079,M701MM777,2024-10-06 00:00:00,1800000
36080,M701MM777,2024-10-25 00:00:00,2000000
36081,M701MM777,2025-01-07 00:00:00,1500000
36082,H050TM797,2024-09-15 18:55:22,80000
36083,O200MB51,2024-10-07 00:00:00,100000
36084,C797HY797,2023-06-07 00:53:07,155000
36085,O001PB77,2025-01-30 00:00:00,2500000
36086,K877YE777,2024-11-04 16:06:09,175000
36087,T223XP790,2022-12-02 00:00:00,30000
36088,Y100OT797,2024-01-28 11:56:34,130000
36089,O111MO190,2024-06-08 00:00:00,1000000
36090,C888BB95,2024-02-16 00:00:00,1100000
36091,M095KO977,2024-10-04 00:00:00,60000
36092,X550AY797,2025-02-05 00:00:00,140000
36093,A975TB50,2023-03-18 00:00:00,200000
36094,C818EA138,2022-10-16 00:00:00,80000
36095,M320AX977,2025-02-01 00:00:00,190000
36096,K181OA750,2022-09-15 00:00:00,30000
36097,P393YP790,2024-12-28 00:00:00,60000
36098,X570EK977,2025-02-01 00:00:00,70000
36099,B636OB164,2024-12-25 00:00:00,150000
36100,A638AA47,2024-08-06 00:00:00,350000
36101,C777XX177,2024-03-11 17:49:50,2000000
36102,C777XX177,2024-11-05 18:23:12,2500000
36103,C777XX177,2024-11-07 20:16:24,2299000
36104,C777XX177,2024-11-13 11:37:44,2000000
36105,C777XX177,2024-11-16 00:00:00,1800000
36106,C777XX177,2024-12-01 13:30:24,1600000
36107,C777XX177,2024-12-24 13:22:51,2200000
36108,C777XX177,2025-02-11 00:00:00,2300000
36109,A350AM77,2023-05-17 00:19:54,150000
36110,Y222PY99,2025-02-06 00:00:00,1200000
36111,C600XA97,2023-10-13 20:45:42,160000
36112,K100ET97,2023-09-03 10:32:21,355000
36113,P464EO797,2024-02-03 00:00:00,350000
36114,X145AM199,2021-09-21 16:50:53,130000
36115,X145AM199,2021-11-04 12:15:37,120000
36116,X145AM199,2021-12-09 17:16:06,110000
36117,X145AM199,2022-09-05 10:19:18,125000
36118,X424TT797,2025-02-04 00:00:00,100000
36119,K555TB36,2023-12-03 00:00:00,110000
36120,B070HO150,2025-02-12 00:00:00,100000
36121,P718YT790,2025-01-20 00:00:00,39999
36122,E950EE777,2024-09-05 21:29:24,615000
36123,P111AC190,2024-04-14 00:00:00,650000
36124,M632OO777,2024-01-13 00:00:00,175000
36125,P750HO750,2022-07-01 00:00:00,120000
36126,P750HO750,2024-11-07 00:00:00,170000
36127,O363OX77,2021-04-27 19:45:25,40000
36128,X191AM36,2024-06-04 00:00:00,350000
36129,T007MC197,2024-04-12 00:00:00,450000
36130,M066BP797,2024-12-12 00:00:00,60000
36131,A222XH95,2022-05-21 00:00:00,80000
36132,A343MM799,2023-12-14 00:00:00,145000
36133,T008XC178,2024-03-03 00:00:00,50000
36134,P007BK790,2023-10-17 00:00:00,150000
36135,A799MM799,2023-12-28 00:00:00,1000000
36136,H616HM193,2024-08-10 00:00:00,55000
36137,C511OK797,2024-12-13 00:00:00,70000
36138,K007OX777,2025-02-01 00:00:00,1700000
36139,P042YT197,2024-01-09 00:00:00,280000
36140,H700XO77,2024-05-16 15:41:16,415000
36141,H700XO77,2024-05-19 22:41:24,440000
36142,E500EY95,2023-04-17 00:00:00,270000
36143,O049OM797,2024-12-03 00:00:00,150000
36144,H977EH977,2024-11-12 00:00:00,400000
36145,M003AK250,2025-02-11 00:00:00,165000
36146,X814PB797,2025-01-02 00:00:00,30000
36147,B497HT797,2024-03-30 00:00:00,70000
36148,B029TC797,2024-11-23 00:00:00,110000
36149,T014YO790,2025-01-20 00:00:00,29999
36150,M497TP790,2023-08-11 00:00:00,25000
36151,M368OC797,2024-12-13 00:00:00,90000
36152,M777TC190,2023-09-20 00:00:00,450000
36153,M777TC190,2024-12-06 00:00:00,500000
36154,C633YX77,2024-07-13 18:49:27,120000
36155,C633YX77,2024-07-18 14:36:23,100000
36156,C633YX77,2024-07-29 17:37:47,120000
36157,E202MB797,2022-06-08 07:49:18,35000
36158,E202MB797,2022-06-19 15:37:11,30000
36159,P999OK199,2024-04-04 00:00:00,1500000
36160,A444KK82,2024-10-05 00:00:00,150000
36161,A073TM797,2024-12-22 02:17:50,25000
36162,T600BX797,2024-11-20 00:00:00,150000
36163,T093OK790,2024-06-08 00:00:00,59000
